 Air Date; Round; Category; Value; Question; Answer
20/01/2012;Jeopardy!;VICKSBURG;$1000;6 weeks before the actual surrender, the Confederates raised the white flag but only to ask for a truce to do this;bury their dead
20/01/2012;Double Jeopardy!;ALLITERATIVELY YOURS;$400;Kids wear them on their arms to stay afloat;water wings
20/01/2012;Double Jeopardy!;FAMOUS WOMEN;$400;"Though female, <a href=""http://www.j-archive.com/media/2012-01-20_DJ_14.jpg"" target=""_blank"">she</a> claimed to have the heart and stomach of a king";Queen Elizabeth I
20/01/2012;Double Jeopardy!;COPPING OUT ON TV;$400;Just one more thing, sir ... the first run of this Peter Falk detective show played on NBC from 1971 to 1977;Columbo
20/01/2012;Double Jeopardy!;"""U-R"" THERE";$400;In winter, when it's cold enough, you can snowmobile across this Great Lake to get to Mackinac Island;Huron
20/01/2012;Double Jeopardy!;PHYSICS;$400;"This stuff, crucial to the ""Star Trek""episode ""The Alternative Factor"", consists of antiparticles like antiprotons";antimatter
20/01/2012;Double Jeopardy!;SPELLING IT OUT IN ROMAN NUMERALS;$400;"11; turns out it's also the 14th letter of the Greek alphabet";x-i
20/01/2012;Double Jeopardy!;ALLITERATIVELY YOURS;$800;These events terrorized black citizens in Springfield, Ill. in 1908 & Tulsa, Okla. in 1921;race riots
20/01/2012;Double Jeopardy!;FAMOUS WOMEN;$800;"A former spy, <a href=""http://www.j-archive.com/media/2012-01-20_DJ_22.jpg"" target=""_blank"">she</a> cooked up some excitement of her own as an author and TV host";Julia Child
20/01/2012;Double Jeopardy!;COPPING OUT ON TV;$800;"This '70s show had 3 things going for it:  Wo Fat, a killer theme song & a snappy catch-phrase (""Book 'em, Danno"")";Hawaii Five-O
20/01/2012;Double Jeopardy!;"""U-R"" THERE";$800;"The small European part of this country lies in Thrace; the rest is in Asia";Turkey
20/01/2012;Double Jeopardy!;PHYSICS;$800;"Add this word to ""electro"" to get the adjective for electrical phenomena produced by charges at rest";electrostatic
20/01/2012;Double Jeopardy!;SPELLING IT OUT IN ROMAN NUMERALS;$800;Now you're in a pickle with 501, 50 & 50;d-i-l-l
20/01/2012;Double Jeopardy!;ALLITERATIVELY YOURS;$1,600;"By request of director Roman Polanski, this function was disabled on the DVD of ""Knife in the Water""";fast forward
20/01/2012;Double Jeopardy!;FAMOUS WOMEN;$1200;"She's seen <a href=""http://www.j-archive.com/media/2012-01-20_DJ_23.jpg"" target=""_blank"">here</a>, perhaps contemplating a creative homicide";Agatha Christie
20/01/2012;Double Jeopardy!;COPPING OUT ON TV;$1200;Sheena Easton played Caitlin, Don Johnson's girlfriend on this '80s cop show;Miami Vice
20/01/2012;Double Jeopardy!;"""U-R"" THERE";$1200;To visit the birthplace of Pancho Villa, drive your Dodge SUV to this Mexican state of the same name;Durango
20/01/2012;Double Jeopardy!;PHYSICS;$1200;This particle in an atom's nucleus was discovered free of charge in 1932;a neutron
20/01/2012;Double Jeopardy!;SPELLING IT OUT IN ROMAN NUMERALS;$1200;"509; it's a fort in Jersey";D-i-x
20/01/2012;Double Jeopardy!;ALLITERATIVELY YOURS;$1600;A nation's fleet of commercial ships;the merchant marine
20/01/2012;Double Jeopardy!;FAMOUS WOMEN;$1600;"In 1992, <a href=""http://www.j-archive.com/media/2012-01-20_DJ_28.jpg"" target=""_blank"">this</a> woman endeavoured to achieve an historic first, and she did";Mae Jemison
20/01/2012;Double Jeopardy!;"""U-R"" THERE";$1600;In 1989, the Union of this, it's official English name since 1885, was changed to the Union of Myanmar;Burma
20/01/2012;Double Jeopardy!;PHYSICS;$1600;"Grouped in pairs, these fundamental particles of atomic nulcei come in 6 ""flavors"" or types";quarks
20/01/2012;Double Jeopardy!;SPELLING IT OUT IN ROMAN NUMERALS;$1600;Be nice & string together the letters for 100, 4, 1, 50 to get this word;c-i-v-i-l
20/01/2012;Double Jeopardy!;ALLITERATIVELY YOURS;$2000;"Seen <a href=""http://www.j-archive.com/media/2012-01-20_DJ_25.jpg"" target=""_blank"">here</a>, it's used to signal a footnote when you've run out of other symbols";a double dagger
20/01/2012;Double Jeopardy!;FAMOUS WOMEN;$2000;"During <a href=""http://www.j-archive.com/media/2012-01-20_DJ_29.jpg"" target=""_blank"">her</a> rule in antiquity, she was often depicted as a male with a beard";Hatshepsut
20/01/2012;Double Jeopardy!;COPPING OUT ON TV;$2000;"Ironically, Ben McKenzie moved north from ""The O.C."" to star as Officer Ben Sherman on this TNT drama";Southland
20/01/2012;Double Jeopardy!;"""U-R"" THERE";$2,400;"As indicated on <a href=""http://www.j-archive.com/media/2012-01-20_DJ_13.jpg"" target=""_blank"">the map</a>, they are South America's two smallest independent countries in area";Uruguay and Suriname
20/01/2012;Double Jeopardy!;PHYSICS;$2000;The idea that in a closed system matter is neither created nor destroyed is referred to by this 3-word phrase;conservation of matter
20/01/2012;Double Jeopardy!;SPELLING IT OUT IN ROMAN NUMERALS;$2000;The letters for 1,001 followed by 50 give you this word, a unit of length equal to .001 inches;mil
20/01/2012;Final Jeopardy!;ENGLISH LITERATURE;None;This title character of an 18th c. novel was the son of a man named Kreutznaer, but his name gets Anglicized;Robinson Crusoe
16/01/2012;Jeopardy!;DR. MASSEUSE RHYMES;$200;A knot I've found, oh, heck! / in this muscle of the upper part of my neck / but not in my ol' a-sneezius! / no! 'tis in my...;trapezius
16/01/2012;Jeopardy!;"TAKE IT ""SLOW""";$200;The ball must arc at least 3 feet in this type of softball;slow pitch
16/01/2012;Jeopardy!;GOLD;$200;"Gold in the form seen <a href=""http://www.j-archive.com/media/2012-01-16_J_15.jpg"" target=""_blank"">here</a>, it can also mean priceless pieces of wisdom";nuggets
16/01/2012;Jeopardy!;AT WIDE RECEIVER FOR THIS TEAM...;$200;"1988: John Taylor, Jerry Rice; Taylor caught Super Bowl XXIII's game-winning pass, but Rice got MVP";the 49ers
16/01/2012;Jeopardy!;PUNCH;$200;No joke, it comes at the end of a joke;a punchline
16/01/2012;Jeopardy!;JUDEA;$200;The territory of Judea became part of this empire in 63 B.C.;the Roman Empire
16/01/2012;Jeopardy!;DR. MASSEUSE RHYMES;$400;Arising from 3 heads / this extensor muscle's dead / my upper arm does no more reps / until some help for my...;triceps
16/01/2012;Jeopardy!;"TAKE IT ""SLOW""";$400;Hamilton beach sells a programmable one of these to keep pot roast at the right temperature;a slow cooker
16/01/2012;Jeopardy!;GOLD;$400;Still widely used today, these extremely thin sheets of gold were used for gilding medieval manuscripts;goldleaf
16/01/2012;Jeopardy!;AT WIDE RECEIVER FOR THIS TEAM...;$400;"2009: Wes Welker, Randy Moss; they had a pretty good quarterback";the New England Patriots
16/01/2012;Jeopardy!;PUNCH;$400;An unexpected blow, or a 2011 movie about a girl named baby doll with a wild imagination;sucker punch
16/01/2012;Jeopardy!;DR. MASSEUSE RHYMES;$600;The innermost of the 3 in each rear / is a pain when I try to sit in a bus / it is amiss, now please do this / fix my gluteus...;minimus
16/01/2012;Jeopardy!;"TAKE IT ""SLOW""";$600;"In ""The Streets of Laredo"", this line that became a book & movie title precedes ""& play the fife lowly""";bang the drum slowly
16/01/2012;Jeopardy!;GOLD;$600;Gold has the atomic number 79 & this chemical symbol;Au (Aurum)
16/01/2012;Jeopardy!;AT WIDE RECEIVER FOR THIS TEAM...;$600;"2008: Marvin Harrison, Reggie Wayne; they had a pretty good quarterback";the Indianapolis Colts
16/01/2012;Jeopardy!;PUNCH;$600;Fighting puppets Punch & Judy have been around since this period that began in 1660 with the return of Charles II;the Restoration
16/01/2012;Jeopardy!;DR. MASSEUSE RHYMES;$800;The longest in the body / this muscle feels ungodly / rest my thigh at the bar? glorious! / now work on my...;sartorius
16/01/2012;Jeopardy!;"TAKE IT ""SLOW""";$800;"""Layla"" guitarist's lazy moniker";Slowhand
16/01/2012;Jeopardy!;GOLD;$800;The 1897 Canadian gold rush named for this river occurred around the confluence of the Yukon River & it;the Klondike
16/01/2012;Jeopardy!;AT WIDE RECEIVER FOR THIS TEAM...;$800;"1976: Fred Biletnikoff, Cliff Branch (Fred's in the Hall of Fame; Cliff may get there, too)";the (Oakland) Raiders
16/01/2012;Jeopardy!;PUNCH;$800;A blow to the back of the neck is the punch named for this animal;a rabbit punch
16/01/2012;Jeopardy!;JUDEA;$800;This ruler of Judea attempted to kill the infant Jesus;Herod
16/01/2012;Jeopardy!;DR. MASSEUSE RHYMES;$1000;Internal or external / the pain there's infernal / feel my abdomen go weak / it means indirect, it's my...;oblique
16/01/2012;Jeopardy!;"TAKE IT ""SLOW""";$1000;"What camera crews call ""over-cranking"" produces this effect";slow motion
16/01/2012;Jeopardy!;GOLD;$1000;A fabled lost city of gold lends its name to this California county;El Dorado
16/01/2012;Jeopardy!;AT WIDE RECEIVER FOR THIS TEAM...;$1000;"1978: John Stallworth, Lynn Swann; who do you double cover with that combo?";the Steelers
16/01/2012;Jeopardy!;PUNCH;$1000;"The name of this red wine punch is from the Spanish for ""Bleeding""";sangria
16/01/2012;Jeopardy!;JUDEA;$1000;Galilee, Samaria & Judea in the south were the 3 traditional divisions of this ancient area with a still-current name;Palestine
16/01/2012;Double Jeopardy!;COATS OF ARMS;$400;This country's coat of arms features a Maori chieftain & a European woman supporting the shield;New Zealand
16/01/2012;Double Jeopardy!;TV GUIDE SAYS;$400;"""Rachel and Finn decide to throw a duet competition to give Sam a better chance to win""";Glee
16/01/2012;Double Jeopardy!;INVENTIVE MINDS;$400;His cotton gin gets all the press, but he had a nail-making business even before he went to Yale;Eli Whitney
16/01/2012;Double Jeopardy!;THE GREEN PAGES;$400;"Al Gore made his environmental sentiments clear in the 1992 book this ""in the Balance""";Earth
16/01/2012;Double Jeopardy!;WOMEN IN GOVERNMENT;$400;Bertha Landes, the first woman mayor of a large U.S. city, presided over this largest Washington city in the 1920s;Seattle
16/01/2012;Double Jeopardy!;_____ THE _____;$400;This expression meaning opposite one's basic temperament refers to the direction of fibers in wood;against the grain
16/01/2012;Double Jeopardy!;COATS OF ARMS;$800;The coat of arms of Norfolk Island in the South Pacific features the Norfolk species of this conifer;a pine tree
16/01/2012;Double Jeopardy!;TV GUIDE SAYS;$800;"""Bob and Jillian lead community-wide fitness challenges in seven cities""";The Biggest Loser
16/01/2012;Double Jeopardy!;INVENTIVE MINDS;$800;On Feb. 14, 1876 Elisha Gray was a few hours behind this man at the U.S. Patent Office, filing a speech-transmitting device;Bell
16/01/2012;Double Jeopardy!;THE GREEN PAGES;$800;"It was just deserts for Burton Bernstein with his study of ""The Great & Terrible wilderness"" of this desert of Moses";the Sinai
16/01/2012;Double Jeopardy!;WOMEN IN GOVERNMENT;$800;Formerly director of Arkansas' department of health, in 1993 Joycelyn Elders was appointed to this higher post;the Surgeon General
16/01/2012;Double Jeopardy!;_____ THE _____;$800;"To be in a tight spot is to be here ""without a paddle""";up the creek
16/01/2012;Double Jeopardy!;TV GUIDE SAYS;$1200;"""Brainiac visits Clark from the future""";Smallville
16/01/2012;Double Jeopardy!;INVENTIVE MINDS;$1200;In 1837 he built a smooth, hard moldboard out of a circular saw, & seeing nothing ran like 'em, began to make steel plows;John Deere
16/01/2012;Double Jeopardy!;THE GREEN PAGES;$2,000;"Victor Scheffer's ""The Year of"" this mammal is a 1969 classic study on the conservation of an ocean species";the whale
16/01/2012;Double Jeopardy!;WOMEN IN GOVERNMENT;$1200;"Born in New York to parents from Puerto Rico, this Supreme Court justice calls herself a ""Nuyorican""";Sotomayor
16/01/2012;Double Jeopardy!;_____ THE _____;$1200;Street performers collect money by doing this, literally & figuratively;pass the hat
16/01/2012;Double Jeopardy!;TV GUIDE SAYS;$1600;"""Cesar tries rehabilitating three dog-wolf crossbreeds""";The Dog Whisperer
16/01/2012;Double Jeopardy!;INVENTIVE MINDS;$1600;Sir Frederick Abel's invention of cordite eliminated this, produced by gunpowder, from the battlefield;smoke
16/01/2012;Double Jeopardy!;WOMEN IN GOVERNMENT;$1600;Oveta Culp Hobby, the only woman in Eisenhower's cabinet, was the first head of this department, HEW for short;Health, Education & Welfare
16/01/2012;Double Jeopardy!;_____ THE _____;$1,500;"To sternly demand hard work; it's also something Indiana Jones often does";crack the whip
16/01/2012;Double Jeopardy!;COATS OF ARMS;$2000;On Singapore's coat of arms, the lion represents Singapore itself & a tiger represents its historical link to this country;Malaysia
16/01/2012;Double Jeopardy!;TV GUIDE SAYS;$2000;"""Howard baffles Sheldon""";The Big Bang Theory
16/01/2012;Double Jeopardy!;INVENTIVE MINDS;$2000;In 1888 his lightweight, box-shaped invention eliminated the need for glass photographic plates;(George) Eastman
16/01/2012;Double Jeopardy!;WOMEN IN GOVERNMENT;$2000;His widow Muriel became Minnesota's first female senator when she filled his vacant seat in 1978;Hubert Humphrey
16/01/2012;Double Jeopardy!;_____ THE _____;$2000;"One item in a violinists bag of tricks is the thin, glassy tone made by playing ""sul ponticello"", Italian for this";on the bridge
16/01/2012;Final Jeopardy!;ENGLISH MONARCHS;None;Since 1066, the longest consecutive period when the monarch had the same name was 116 years with this given name;George
04/01/2012;Jeopardy!;OLD KING COAL;$200;This European adventurer reported that coal was widely used in the 13th century Far East;Marco Polo
04/01/2012;Jeopardy!;SCRIPT DOCTORS;$200;1965: Omar Sharif as this sensitive-yet-philandering Russian doctor;Doctor Zhivago
04/01/2012;Jeopardy!;NAMETH THE BIBLE BOOK;$200;"""Then Pharaoh called for Moses and Aaron in haste""";Exodus
04/01/2012;Jeopardy!;ODDITIES;$200;"A 2004 contest saw ""Brain Freeze"" beat out ""Growling Stomach"" & ""Tennis Elbow"" to be added to this electric game";Operation
04/01/2012;Jeopardy!;THE MAIN ALCOHOLIC INGREDIENT;$200;...In a screwdriver;vodka
04/01/2012;Jeopardy!;BEASTLY EXPRESSIONS;$200;"""The straw that broke"" this creature's ""back""";the camel
04/01/2012;Jeopardy!;OLD KING COAL;$400;Coal mining was made safer by the 19th c. invention of the safety this, which wouldn't ignite methane;a lantern (or lamp)
04/01/2012;Jeopardy!;SCRIPT DOCTORS;$400;2004: Alfred Molina as this heavily armed enemy of Spider-Man;Doctor Octopus
04/01/2012;Jeopardy!;NAMETH THE BIBLE BOOK;$400;"""And I beheld when he had opened the sixth seal, and, lo, there was a great earthquake""";Revelation
04/01/2012;Jeopardy!;ODDITIES;$400;Raise a glass to Angela Mount, who had her olfactory system insured for 10 million pounds while working evaluating this;wine
04/01/2012;Jeopardy!;THE MAIN ALCOHOLIC INGREDIENT;$400;...In a boilermaker, along with beer (rye works fine);whiskey
04/01/2012;Jeopardy!;BEASTLY EXPRESSIONS;$400;"""A fine kettle of"" these";fish
04/01/2012;Jeopardy!;OLD KING COAL;$600;In the 13th century a duty of one farthing was assessed on coal unloaded at Billingsgate in this city;London
04/01/2012;Jeopardy!;SCRIPT DOCTORS;$600;1964: Peter Sellers as this German scientist who helped us love the bomb;Dr. Strangelove
04/01/2012;Jeopardy!;NAMETH THE BIBLE BOOK;$600;"""Assuredly Solomon thy son shall reign after me, and he shall sit upon my throne"" (in First this)";Kings
04/01/2012;Jeopardy!;ODDITIES;$600;In 1986 a judge told the Library of Congress to resume producing pictureless Braille editions of this magazine;Playboy
04/01/2012;Jeopardy!;THE MAIN ALCOHOLIC INGREDIENT;$600;...In a Tom Collins: the dry type of this;gin
04/01/2012;Jeopardy!;BEASTLY EXPRESSIONS;$600;"""Mad as a wet"" this bird";a hen
04/01/2012;Jeopardy!;OLD KING COAL;$800;"Britannica says coal ""was the basic energy source that fueled the"" this ""of the 18th and 19th centuries""";the Industrial Revolution
04/01/2012;Jeopardy!;SCRIPT DOCTORS;$800;1974: Gene Wilder as this doctor trying to live down the family name;Dr. Frankenstein
04/01/2012;Jeopardy!;NAMETH THE BIBLE BOOK;$2,600;"""They bemoaned him, and comforted him over all the evil that the Lord had brought upon him""";Job
04/01/2012;Jeopardy!;ODDITIES;$800;Its nose is missing, but part of the beard of this ancient statue is in the British Museum;the Sphinx
04/01/2012;Jeopardy!;THE MAIN ALCOHOLIC INGREDIENT;$800;...In a Gauguin;rum
04/01/2012;Jeopardy!;BEASTLY EXPRESSIONS;$800;"""A"" this ""of a different color""";a horse
04/01/2012;Jeopardy!;OLD KING COAL;$1000;In the 1300s the southwest Indian tribes named for these dwellings used coal in pottery making;pueblos
04/01/2012;Jeopardy!;SCRIPT DOCTORS;$1000;2005 & 2007: Julian McMahon as this comic book doctor who was struck by cosmic waves;Doctor Doom
04/01/2012;Jeopardy!;NAMETH THE BIBLE BOOK;$1000;"""The fear of the Lord is the beginning of knowledge: but fools despise wisdom and instruction""";Proverbs
04/01/2012;Jeopardy!;ODDITIES;$1000;From 2007 to 2011 the president, V.P. & prime minister all had the same family name in this country of Indochina;Vietnam
04/01/2012;Jeopardy!;THE MAIN ALCOHOLIC INGREDIENT;$1000;"...In a Rob Roy; vermouth's along for the ride, too";scotch
04/01/2012;Jeopardy!;BEASTLY EXPRESSIONS;$1000;"""Killing the fatted"" one";a calf
04/01/2012;Double Jeopardy!;GREAT ARTS;$400;He & Paul Simon had their first hit under the names Tom & Jerry;(Art) Garfunkel
04/01/2012;Double Jeopardy!;19th CENTURY CONGRESSMEN;$400;"It wasn't ""The Devil and"" him repping Massachusetts in the House from 1823 to 1827--it was just him";(Daniel) Webster
04/01/2012;Double Jeopardy!;"""G-P-S""";$400;During adolescence, you might feel these in your limbs, also the title of an '80s sitcom;growing pains
04/01/2012;Double Jeopardy!;ISLANDS IN THE STREAM, SEA OR OCEAN;$400;Koror & Guadalcanal;the Pacific Ocean
04/01/2012;Double Jeopardy!;COLLECTIONS;$400;Doug Arbittier's collection of medical antiques in York, Pa. includes colorful jars that held these bloodsuckers;leeches
04/01/2012;Double Jeopardy!;PULL A MUSCLE;$400;You don't have to be self-absorbed to do the endless crunches needed to develop these;abs (in self-absorbed)
04/01/2012;Double Jeopardy!;GREAT ARTS;$800;"Hey, hey, Ralphie boy--he was up to his knees in the sewers as Ed Norton on ""The Honeymooners""";(Art) Carney
04/01/2012;Double Jeopardy!;19th CENTURY CONGRESSMEN;$800;"No debate--this Illinois man, ""The Little Giant"", was elected to the House in 1843 & the Senate in 1847";(Stephen) Douglas
04/01/2012;Double Jeopardy!;"""G-P-S""";$800;These trousers are modeled after those worn by South American cowboys;gaucho pants
04/01/2012;Double Jeopardy!;ISLANDS IN THE STREAM, SEA OR OCEAN;$800;Majorca & Malta;the Mediterranean Sea
04/01/2012;Double Jeopardy!;COLLECTIONS;$800;This talk show host's car collection ranges from a 1906 Stanley Steamer to a 2006 Corvette;Leno
04/01/2012;Double Jeopardy!;PULL A MUSCLE;$800;When you dealt that card I acted as if this type of muscle, one of the body's 3 main types, had stopped working;cardiac (in card I acted)
04/01/2012;Double Jeopardy!;GREAT ARTS;$1200;This big band leader was married 8 times, including nuptials with hotties Lana Turner & Ava Gardner;Artie Shaw
04/01/2012;Double Jeopardy!;19th CENTURY CONGRESSMEN;$2,000;"In his diary, he wrote ""My election as president...was not half so gratifying"" as his later election to Congress in 1830";John Quincy Adams
04/01/2012;Double Jeopardy!;"""G-P-S""";$3,500;Horripilation is the medical term for this skin condition;goose bumps (goose pimples accepted)
04/01/2012;Double Jeopardy!;ISLANDS IN THE STREAM, SEA OR OCEAN;$1200;Mahe & Sri Lanka;the Indian Ocean
04/01/2012;Double Jeopardy!;COLLECTIONS;$1200;A chrome pop-up one from the 1950s was the first in Jens Veerbeck's collection of about 600 of these kitchen appliances;toasters
04/01/2012;Double Jeopardy!;PULL A MUSCLE;$1200;Her boyfriend is a NYC lawyer--a Gotham stringbean who never stretches out this leg muscle;hamstring (in Gotham stringbean)
04/01/2012;Double Jeopardy!;GREAT ARTS;$1600;"This ""holy"" Washington Redskins wide receiver was inducted into the Hall of Fame in 2008";(Art) Monk
04/01/2012;Double Jeopardy!;"""G-P-S""";$1600;This navigational device continuously indicates true north;a gyrocompass
04/01/2012;Double Jeopardy!;ISLANDS IN THE STREAM, SEA OR OCEAN;$1600;Gotland & Bornholm;the Baltic Sea
04/01/2012;Double Jeopardy!;COLLECTIONS;$1600;Ralph Isham was more interested in his mss. than his Mrs.--his passion was collecting these, including James Boswell's;manuscripts
04/01/2012;Double Jeopardy!;PULL A MUSCLE;$1600;The anatomy prof brought in a human model to identify this shoulder muscle;the deltoid (in model to identify)
04/01/2012;Double Jeopardy!;GREAT ARTS;$2000;This stop-motion animator created Gumby & Pokey;(Art) Clokey
04/01/2012;Double Jeopardy!;"""G-P-S""";$2000;Oceanography & volcanology are part of this branch of geology;geophysics
04/01/2012;Double Jeopardy!;ISLANDS IN THE STREAM, SEA OR OCEAN;$2000;New York State's Grand Island & Three Sisters Islands;the Niagara River
04/01/2012;Double Jeopardy!;COLLECTIONS;$2000;This editor of Famous Monsters of Filmland turned his L.A. mansion into a museum of sci-fi memorabilia;Forrest Ackerman
04/01/2012;Final Jeopardy!;1930s NOVELS;None;An audio version of this anti-war novel by a once blacklisted author has introductions from Cindy Sheehan & Ron Kovic;Johnny Got His Gun
27/01/2012;Jeopardy!;VISITING THE CITY;$200;Experience Little Havana along Calle Ocho, then get sprayed at the Seaquarium;Miami
27/01/2012;Jeopardy!;PANTS;$200;A synonym for freight, or pants with large bellows pockets on the sides & 2 extra-large patch pockets in front;cargo pants
27/01/2012;Jeopardy!;CHILD ACTORS;$200;"Henry Thomas, who played this role in ""E.T."", turned 40 in 2011";Elliott
27/01/2012;Jeopardy!;STUPID ANSWERS;$200;On the west, Central Park is bounded by this street;Central Park West
27/01/2012;Jeopardy!;LESSER-KNOWN SCIENTISTS;$200;In 1779 Dutch scientist Jan Ingenhousz published his discovery of this process in green plants;photosynthesis
27/01/2012;Jeopardy!;THE TRUTH LIES THEREIN;$200;Symbol for the second-lightest element;He
27/01/2012;Jeopardy!;VISITING THE CITY;$400;First the Royal Ontario Museum, then for lunch, maybe one of the 5 Chinatowns;Toronto
27/01/2012;Jeopardy!;PANTS;$400;Calf-length pants styled in colorful island prints are named for this type of Hawaiian party;luau pants
27/01/2012;Jeopardy!;CHILD ACTORS;$400;Scott Lookinland played his father, Mike, in the TV movie about the making of this sitcom;The Brady Bunch
27/01/2012;Jeopardy!;STUPID ANSWERS;$400;This building in our national capital was originally designed by Dr. William Thornton;the Capitol
27/01/2012;Jeopardy!;LESSER-KNOWN SCIENTISTS;$400;"The ""crown jewels"" of Alcoa are the bits of this metal that chemist Charles Hall isolated when he was just 22";aluminum
27/01/2012;Jeopardy!;THE TRUTH LIES THEREIN;$400;"Old school GPS on a shopping mall map:  ""You Are"" this";here
27/01/2012;Jeopardy!;VISITING THE CITY;$600;"Take the ""Sound of Music"" tour or visit the Hagenauer House, once home to the Mozart family";Salzburg
27/01/2012;Jeopardy!;PANTS;$600;When introduced, these wide, baggy pants were 4 inches longer than usual knicker length;plus fours
27/01/2012;Jeopardy!;CHILD ACTORS;$600;"At age 11, this future portrayer of Bella Swan was Jodie Foster's daughter in ""Panic Room""";Kristen Stewart
27/01/2012;Jeopardy!;STUPID ANSWERS;$600;This was first imprinted in black on individual M&Ms in 1950;M
27/01/2012;Jeopardy!;LESSER-KNOWN SCIENTISTS;$600;Gowin Knight's 1745 development of a better way to magnetize steel allowed him to improve this device used by mariners;a compass
27/01/2012;Jeopardy!;THE TRUTH LIES THEREIN;$600;"Old school CBS history show:  ""You Are"" this";There
27/01/2012;Jeopardy!;VISITING THE CITY;$800;There's a great opera house on Bennelong Point from which you can see Fort Denison in the harbor;Sydney
27/01/2012;Jeopardy!;PANTS;$1,400;Tight-fitting pants patterned after those worn by bullfighters aren't usually called matador pants but these;toreador pants
27/01/2012;Jeopardy!;CHILD ACTORS;$800;"This kid, with a familiar last name, is seen <a href=""http://www.j-archive.com/media/2012-01-27_J_22.wmv"">here</a> in a 2010 film";Jaden Smith
27/01/2012;Jeopardy!;STUPID ANSWERS;$800;"The second verse of this classic American song begins, ""O beautiful for pilgrim feet""";"""America the Beautiful"""
27/01/2012;Jeopardy!;LESSER-KNOWN SCIENTISTS;$800;Joseph Lagrange insisted on 10 as the basic unit when standardizing French weights & measures, creating this system;the metric system
27/01/2012;Jeopardy!;THE TRUTH LIES THEREIN;$800;Colt controller;rein
27/01/2012;Jeopardy!;VISITING THE CITY;$1000;Arriving at the train station built for the 1992 World's Fair, check out the Alcazar Palace & Biennial of Flemenco art;Seville
27/01/2012;Jeopardy!;PANTS;$1000;The baggy shalwar is always in fashion in this country on India's northwest border;Pakistan
27/01/2012;Jeopardy!;CHILD ACTORS;$1000;In the 1930s Baby LeRoy played opposite this comedian, who spiked his bottle with gin to shut him up;W. C. Fields
27/01/2012;Jeopardy!;STUPID ANSWERS;$1000;The Mosquito Indians are a majority population of this coastal region of Honduras & Nicaragua;the Mosquito Coast
27/01/2012;Jeopardy!;LESSER-KNOWN SCIENTISTS;$1000;In 1785 William Withering suggested using this drug from the foxglove plant to treat heart disease;digitalis (or digoxin)
27/01/2012;Jeopardy!;THE TRUTH LIES THEREIN;$1000;A palindromic preposition of the past;ere
05/01/2012;Jeopardy!;QUOTATIONS;$200;"His ""Divine Comedy"": ""All hope abandon, ye who enter here!""";Dante
05/01/2012;Jeopardy!;EMMY-WINNING TV;$200;"""Hill Street Station"" (Writing, 1981)";Hill Street Blues
05/01/2012;Jeopardy!;"I'M JUST TALKIN' ABOUT ""SHIFT""";$200;A manual transmission requires the driver to use one of these alliterative items;stick shift
05/01/2012;Jeopardy!;HOW DO YOU...;$200;Drop to one knee --hold on. check for puddles, drop to one knee, take out the ring, ask;propose marriage
05/01/2012;Jeopardy!;ARMY STRONG;$200;Its army has about 30,000 permanent troops, with about 11,000 stationed in Queensland;Australia
05/01/2012;Jeopardy!;HIGHLY EDIBLE;$200;Bleu des Causses is a cave-matured type of this;cheese
05/01/2012;Jeopardy!;QUOTATIONS;$400;"From Wilde's ""Lady Windermere's Fan"": ""I can resist everything except"" this";temptation
05/01/2012;Jeopardy!;EMMY-WINNING TV;$400;"""'";Family Ties
05/01/2012;Jeopardy!;"I'M JUST TALKIN' ABOUT ""SHIFT""";$400;"""Charnel"" work period between midnight & 8 A.M.";the graveyard shift
05/01/2012;Jeopardy!;HOW DO YOU...;$400;Get out of the cold, put waxy white fingers in 104- to 107-degree water;treat frostbite
05/01/2012;Jeopardy!;ARMY STRONG;$400;Its PLA has an active strength of about 1.25 million personnel;China
05/01/2012;Jeopardy!;HIGHLY EDIBLE;$400;At Hardee's these sides are beer-battered;onion rings
05/01/2012;Jeopardy!;QUOTATIONS;$600;"Karl Marx: this ""is the opium of the people""";religion
05/01/2012;Jeopardy!;EMMY-WINNING TV;$600;"""Slay Everyone, Trust No One"" (Cinematography for Reality Programming, 2010)";Survivor
05/01/2012;Jeopardy!;"I'M JUST TALKIN' ABOUT ""SHIFT""";$600;Nonfiction bestseller about the battle to succeed Johnny Carson;The Late Shift
05/01/2012;Jeopardy!;HOW DO YOU...;$600;Use the buttons & the strum bar, access star power by tilting the head, forget about how foolish you look;play Guitar Hero
05/01/2012;Jeopardy!;ARMY STRONG;$600;In 2009 its armed forces had a reported strength of 134,886--beware their multi-purpose knives!;Switzerland
05/01/2012;Jeopardy!;HIGHLY EDIBLE;$600;"This Hawaiian word can refer to the bigeye or the yellowfin tuna; on menus it often follows ""seared""";ahi tuna
05/01/2012;Jeopardy!;QUOTATIONS;$800;"From ""Walden"": ""the mass of men lead lives of quiet"" this";desperation
05/01/2012;Jeopardy!;EMMY-WINNING TV;$800;"""Smoke Gets In Your Eyes (Pilot)"" (Writing for a Drama Series, 2008)";Mad Men
05/01/2012;Jeopardy!;"I'M JUST TALKIN' ABOUT ""SHIFT""";$800;"On ""True Blood"" Sam is this hyphenated kind of creature, often becoming a dog";shape-shifter
05/01/2012;Jeopardy!;HOW DO YOU...;$800;Fill glass with ice, pour in pinot grigio, add club soda, garnish;make a wine spritzer
